shake_link1_278.csv,21
shake_link7_21.csv,27
tapM_link1_46.csv,14
tap2_link2_60.csv,8
tap1_link7_43.csv,6
tap2_link6_374.csv,12
tap2_link4_159.csv,10
tap2_link7_49.csv,13
tapM_link1_242.csv,14
tap1_link2_207.csv,1
shake_link7_447.csv,27
shake_link2_72.csv,22
tapM_link7_222.csv,20
shake_link3_173.csv,23
dial_link3_479.csv,30
tapM_link6_730.csv,19
tap2_link6_409.csv,12
tap2_link3_556.csv,9
tap2_link3_354.csv,9
shake_link3_143.csv,23
dial_link6_351.csv,33
dial_link4_150.csv,31
default_6.csv,35
shake_link4_32.csv,24
dial_link4_445.csv,31
dial_link4_215.csv,31
tap1_link3_319.csv,2
dial_link3_106.csv,30
shake_link7_22.csv,27
shake_link1_419.csv,21
tap1_link5_287.csv,4
tap1_link3_385.csv,2
tap1_link6_29.csv,5
tap2_link7_79.csv,13
dial_link5_50.csv,32
shake_link5_407.csv,25
dial_link5_341.csv,32
shake_link1_378.csv,21
tapM_link6_409.csv,19
shake_link5_84.csv,25
tap1_link3_598.csv,2
tapM_link4_139.csv,17
dial_link1_19.csv,28
shake_link6_321.csv,26
tap2_link6_406.csv,12
shake_link3_305.csv,23
tap2_link5_139.csv,11
shake_link6_166.csv,26
shake_link3_199.csv,23
dial_link4_508.csv,31
tap1_link3_164.csv,2
shake_link7_129.csv,27
tapM_link4_279.csv,17
dial_link1_451.csv,28
tapM_link2_164.csv,15
shake_link3_400.csv,23
dial_link1_508.csv,28
dial_link5_457.csv,32
shake_link3_130.csv,23
tap2_link1_81.csv,7
shake_link3_240.csv,23
tap1_link2_367.csv,1
tap2_link4_357.csv,10
tapM_link6_537.csv,19
tapM_link5_76.csv,18
tap1_link2_231.csv,1
dial_link5_263.csv,32
dial_link6_78.csv,33
tapM_link2_518.csv,15
tap2_link2_71.csv,8
tap1_link6_265.csv,5
tap1_link6_189.csv,5
tap2_link2_476.csv,8
shake_link3_258.csv,23
tap1_link6_420.csv,5
tap1_link4_385.csv,3
shake_link1_53.csv,21
dial_link3_219.csv,30
tap2_link4_377.csv,10
dial_link4_346.csv,31
tap2_link2_222.csv,8
tap2_link6_339.csv,12
dial_link3_311.csv,30
tap1_link3_516.csv,2
tap2_link2_129.csv,8
tap2_link4_436.csv,10
tap2_link1_133.csv,7
tap2_link1_435.csv,7
shake_link7_87.csv,27
tapM_link6_29.csv,19
tap2_link6_251.csv,12
